Year,Value
2011,6.036791322
2012,6.325615231
2013,6.355898558
2014,6.471365513
2015,5.494768501
2016,5.514081609
2017,4.891043402
2018,5.113087498
2019,6.512173739
2020,3.634636672
2021,26.24723465
2022,23.23423725
