Year,Value
2011,14.78436579
2012,14.70139424
2013,14.58434765
2014,14.86407349
2015,14.60402385
2016,14.52987939
2017,14.63666371
2018,14.50303968
2019,14.52599756
2020,13.71373211
2021,14.24958142
2022,14.62107022
