Year,Value
2005/06,35.87835319
2006/07,36.9862309
2007/08,35.99113315
2008/09,35.09417924
2009/10,27.79747346
2010/11,25.69861979
2011/12,24.78644308
2012/13,25.32006798
2013/14,26.42377123
2014/15,28.09535219
2015/16,29.05408456
2016/17,30.03235948
2017/18,31.46137531
2018/19,32.40392785
2019/20,33.79241002
2020/21,27.32440927
