Year,Value
2011,0.802124879
2012,0.79651921
2013,4.857387106
2014,7.361723829
2015,5.905276746
2016,3.932046084
2017,-1.445734776
2018,2.36559657
2019,13.91993404
2020,-9.901665575
2021,-0.871652445
