Year,Value
2011,13.3380597
2012,13.08924208
2013,12.78669457
2014,12.45514871
2015,12.0876819
2016,11.96438451
2017,11.95839587
2018,11.7282293
2019,11.51759396
2020,11.32018619
2021,11.12915909
2022,11.22723871
